transaction_id,account_number,transaction_date,value_date,transaction_type,amount,balance_after,currency,counterparty_name,narration,category,payment_mode
148c3023-4eda-4a48-a638-f443d9f56677,HDFC-CA-29833423,2025-02-17,2025-02-17,DEBIT,3481,19445722,INR,AWS India Pvt Ltd,UPI-EXP-84747,Operating Expense,UPI
f1aaa2cc-c4cf-4c0c-91ea-05d380ec151b,HDFC-CA-29833423,2025-02-17,2025-02-17,DEBIT,4802,19440920,INR,Prestige Office Rentals,UPI-EXP-57516,Operating Expense,UPI
7aefed97-465a-45a2-a5f5-fd535ce84734,HDFC-CA-29833423,2025-02-17,2025-02-17,DEBIT,4732,19436188,INR,Staples India,UPI-EXP-19637,Operating Expense,UPI
9383efe2-afe7-468f-b9f4-d38fb3d45359,HDFC-CA-29833423,2025-02-18,2025-02-18,CREDIT,157187,19593375,INR,Delta Systems,IMPS-CLIENT-5582,Client Collection,IMPS
7df8bfc3-10bc-42d3-bad0-fb46c45b6802,HDFC-CA-29833423,2025-02-18,2025-02-18,CREDIT,241350,19834725,INR,Epsilon Infotech,IMPS-CLIENT-2946,Client Collection,IMPS
a29523d6-e06e-4a56-888a-403ff461bef8,HDFC-CA-29833423,2025-02-18,2025-02-18,CREDIT,58728,19893453,INR,Alpha Corp,IMPS-CLIENT-7453,Client Collection,IMPS
fdb8c642-ed0e-4e8d-817b-280100174eb7,HDFC-CA-29833423,2025-02-18,2025-02-18,CREDIT,122831,20016284,INR,Gamma Technologies,IMPS-CLIENT-6990,Client Collection,IMPS
07823c67-2379-4dd9-a760-21d3f8ae28b4,HDFC-CA-29833423,2025-02-18,2025-02-18,CREDIT,222909,20239193,INR,Beta Solutions,IMPS-CLIENT-4261,Client Collection,IMPS
9b5cd42c-ca81-4c79-9806-ead95fb371fd,HDFC-CA-29833423,2025-02-18,2025-02-18,DEBIT,68546,20170647,INR,AWS India Pvt Ltd,NEFT-VENDOR-1742,Vendor Payment,NEFT
6ca76668-fc9f-460d-a919-c06d703f4732,HDFC-CA-29833423,2025-02-18,2025-02-18,DEBIT,8100,20162547,INR,ACT Fibernet,NEFT-VENDOR-6456,Vendor Payment,NEFT
980e8779-ca56-498f-b612-7598b3e8cdc8,HDFC-CA-29833423,2025-02-18,2025-02-18,DEBIT,65094,20097453,INR,Zomato,NEFT-VENDOR-3440,Vendor Payment,NEFT
f0d5df2a-f187-440e-91d1-d53ce505bfdc,HDFC-CA-29833423,2025-02-18,2025-02-18,DEBIT,70568,20026885,INR,ACT Fibernet,NEFT-VENDOR-6373,Vendor Payment,NEFT
4b8985f5-d288-4969-864b-d2e2f6259bbe,HDFC-CA-29833423,2025-02-18,2025-02-18,DEBIT,1531,20025354,INR,Swiggy,UPI-EXP-90805,Operating Expense,UPI
8cff1d8d-d381-4c65-bda2-3b6da63f1d6b,HDFC-CA-29833423,2025-02-18,2025-02-18,DEBIT,6256,20019098,INR,Staples India,UPI-EXP-87820,Operating Expense,UPI
43b86550-0cb4-495f-9c2f-881e6cdfc138,HDFC-CA-29833423,2025-02-18,2025-02-18,DEBIT,2955,20016143,INR,Zomato,UPI-EXP-83783,Operating Expense,UPI
dd1bbcbc-40c8-423a-8bd3-14e8d84146a4,HDFC-CA-29833423,2025-02-18,2025-02-18,DEBIT,2655,20013488,INR,Zomato,UPI-EXP-12180,Operating Expense,UPI
9934a34f-07e8-40cb-899e-764fa25234d3,HDFC-CA-29833423,2025-02-18,2025-02-18,DEBIT,3217,20010271,INR,Uber India,UPI-EXP-98317,Operating Expense,UPI
34bfed98-234d-4532-adf7-a4d277425e6d,HDFC-CA-29833423,2025-02-18,2025-02-18,DEBIT,1097,20009174,INR,Swiggy,UPI-EXP-86507,Operating Expense,UPI
71122aad-67b9-46da-8720-12b8b64ade12,HDFC-CA-29833423,2025-02-18,2025-02-18,DEBIT,2720,20006454,INR,AWS India Pvt Ltd,UPI-EXP-88238,Operating Expense,UPI
3ccde62c-ef1f-44b1-9519-e75314d45ee0,HDFC-CA-29833423,2025-02-18,2025-02-18,DEBIT,4087,20002367,INR,Staples India,UPI-EXP-95929,Operating Expense,UPI
b2220cf5-da05-4024-80f3-347c45ec8788,HDFC-CA-29833423,2025-02-19,2025-02-19,CREDIT,176423,20178790,INR,Beta Solutions,IMPS-CLIENT-1841,Client Collection,IMPS
72303c26-e003-4473-b576-93c19219600e,HDFC-CA-29833423,2025-02-19,2025-02-19,CREDIT,177967,20356757,INR,Delta Systems,IMPS-CLIENT-3793,Client Collection,IMPS
50317d38-6e41-4ff5-b379-1a94731f9a3b,HDFC-CA-29833423,2025-02-19,2025-02-19,CREDIT,162424,20519181,INR,Epsilon Infotech,IMPS-CLIENT-7229,Client Collection,IMPS
ad724284-5dad-41dd-99ff-b709cc8fbb0e,HDFC-CA-29833423,2025-02-19,2025-02-19,CREDIT,63738,20582919,INR,Beta Solutions,IMPS-CLIENT-1517,Client Collection,IMPS
87014a3b-a371-4224-85da-0a6a29bab6b3,HDFC-CA-29833423,2025-02-19,2025-02-19,CREDIT,175095,20758014,INR,Alpha Corp,IMPS-CLIENT-4125,Client Collection,IMPS
019596c3-7621-4be4-a649-15130472ddae,HDFC-CA-29833423,2025-02-19,2025-02-19,CREDIT,29964,20787978,INR,Delta Systems,IMPS-CLIENT-6139,Client Collection,IMPS
f311176b-b045-4291-848d-167812f81be5,HDFC-CA-29833423,2025-02-19,2025-02-19,DEBIT,22848,20765130,INR,Swiggy,NEFT-VENDOR-4340,Vendor Payment,NEFT
c71c6790-36a1-49dd-8d8a-eb94befe9be6,HDFC-CA-29833423,2025-02-19,2025-02-19,DEBIT,56788,20708342,INR,Zomato,NEFT-VENDOR-2020,Vendor Payment,NEFT
673c677a-1746-44bc-b2fd-02148ab06f09,HDFC-CA-29833423,2025-02-19,2025-02-19,DEBIT,21098,20687244,INR,Prestige Office Rentals,NEFT-VENDOR-6325,Vendor Payment,NEFT
3d6e1291-b785-43fb-ab7e-067a4e89461b,HDFC-CA-29833423,2025-02-19,2025-02-19,DEBIT,65701,20621543,INR,Swiggy,NEFT-VENDOR-6140,Vendor Payment,NEFT
c99221ab-e4cb-4ddb-ad1d-2caea24dc550,HDFC-CA-29833423,2025-02-19,2025-02-19,DEBIT,3965,20617578,INR,Uber India,UPI-EXP-81601,Operating Expense,UPI
6f9b817b-e457-4628-9d79-dacd7452ed36,HDFC-CA-29833423,2025-02-19,2025-02-19,DEBIT,3102,20614476,INR,Staples India,UPI-EXP-89963,Operating Expense,UPI
f861d58d-65dd-4eb5-8ebd-0b10665d3f65,HDFC-CA-29833423,2025-02-19,2025-02-19,DEBIT,4166,20610310,INR,Prestige Office Rentals,UPI-EXP-42311,Operating Expense,UPI
864da9af-8739-4831-8286-070ed2be61aa,HDFC-CA-29833423,2025-02-19,2025-02-19,DEBIT,2485,20607825,INR,Staples India,UPI-EXP-39473,Operating Expense,UPI
619abe67-08cf-4414-b5d1-917d5409c953,HDFC-CA-29833423,2025-02-19,2025-02-19,DEBIT,2638,20605187,INR,Staples India,UPI-EXP-37168,Operating Expense,UPI
be47a317-60e1-4dae-9c72-9598dce38848,HDFC-CA-29833423,2025-02-20,2025-02-20,CREDIT,108110,20713297,INR,Delta Systems,IMPS-CLIENT-6714,Client Collection,IMPS
3d979161-b796-422d-808f-e16ce9bc21fb,HDFC-CA-29833423,2025-02-20,2025-02-20,CREDIT,171928,20885225,INR,Gamma Technologies,IMPS-CLIENT-5715,Client Collection,IMPS
4e21c536-438b-4ffa-8cc4-427f27eefab1,HDFC-CA-29833423,2025-02-20,2025-02-20,CREDIT,56948,20942173,INR,Epsilon Infotech,IMPS-CLIENT-9899,Client Collection,IMPS
b21a3d72-13fd-468f-baf4-0a389ad6e60e,HDFC-CA-29833423,2025-02-20,2025-02-20,CREDIT,124534,21066707,INR,Delta Systems,IMPS-CLIENT-6654,Client Collection,IMPS
f84d3f8f-0f53-4513-8856-0a17422f6c4e,HDFC-CA-29833423,2025-02-20,2025-02-20,CREDIT,227654,21294361,INR,Beta Solutions,IMPS-CLIENT-5758,Client Collection,IMPS
7170f42a-3c0b-4cc9-90fb-5f80244e7b36,HDFC-CA-29833423,2025-02-20,2025-02-20,DEBIT,40700,21253661,INR,BESCOM,NEFT-VENDOR-6674,Vendor Payment,NEFT
e14baba2-fda2-4f24-8aec-073ec0b46f8c,HDFC-CA-29833423,2025-02-20,2025-02-20,DEBIT,5573,21248088,INR,Staples India,UPI-EXP-72793,Operating Expense,UPI
c741993b-369f-47da-bbfe-6ace3b7ace8a,HDFC-CA-29833423,2025-02-20,2025-02-20,DEBIT,1952,21246136,INR,Prestige Office Rentals,UPI-EXP-80592,Operating Expense,UPI
a05833e6-44a9-42c2-ad31-cc85ef7cce82,HDFC-CA-29833423,2025-02-20,2025-02-20,DEBIT,2421,21243715,INR,Staples India,UPI-EXP-27992,Operating Expense,UPI
45c0815a-9f0d-4f13-8017-d421ec1b67d3,HDFC-CA-29833423,2025-02-20,2025-02-20,DEBIT,1094,21242621,INR,Prestige Office Rentals,UPI-EXP-41779,Operating Expense,UPI
a02c4b66-7d19-489b-a9a0-fd8554bbe8cd,HDFC-CA-29833423,2025-02-20,2025-02-20,DEBIT,615,21242006,INR,Prestige Office Rentals,UPI-EXP-93616,Operating Expense,UPI
4adb3c30-657a-458b-97bf-303a3f94f190,HDFC-CA-29833423,2025-02-20,2025-02-20,DEBIT,2107,21239899,INR,AWS India Pvt Ltd,UPI-EXP-23133,Operating Expense,UPI
c37c3a85-5064-4167-a18c-2749dd03a153,HDFC-CA-29833423,2025-02-20,2025-02-20,DEBIT,3585,21236314,INR,Uber India,UPI-EXP-71918,Operating Expense,UPI
837ffb7a-469b-4293-ba8e-72efa8e2b7af,HDFC-CA-29833423,2025-02-20,2025-02-20,DEBIT,1023,21235291,INR,ACT Fibernet,UPI-EXP-10679,Operating Expense,UPI
57c7c557-ffaa-471d-b69c-24a3de73a2b4,HDFC-CA-29833423,2025-02-20,2025-02-20,DEBIT,4708,21230583,INR,ACT Fibernet,UPI-EXP-63334,Operating Expense,UPI
1983ccf0-d653-4122-89bb-73773c24c93b,HDFC-CA-29833423,2025-02-20,2025-02-20,DEBIT,5548,21225035,INR,Zomato,UPI-EXP-72580,Operating Expense,UPI
cb2837d1-7d1d-4edb-a7e6-67c3f6ad14c6,HDFC-CA-29833423,2025-02-21,2025-02-21,CREDIT,223157,21448192,INR,Gamma Technologies,IMPS-CLIENT-6262,Client Collection,IMPS
d65f6374-1e2e-4d49-ac41-40fd68678f95,HDFC-CA-29833423,2025-02-21,2025-02-21,CREDIT,99819,21548011,INR,Alpha Corp,IMPS-CLIENT-2465,Client Collection,IMPS
837e3733-c98f-42a0-bf95-89717eaba2a2,HDFC-CA-29833423,2025-02-21,2025-02-21,CREDIT,195996,21744007,INR,Epsilon Infotech,IMPS-CLIENT-4804,Client Collection,IMPS
4ccfa4db-4215-43e7-9ead-c93d85e9af26,HDFC-CA-29833423,2025-02-21,2025-02-21,DEBIT,25946,21718061,INR,Swiggy,NEFT-VENDOR-3880,Vendor Payment,NEFT
b35cebf3-9e22-44f6-9cb6-756a3538732f,HDFC-CA-29833423,2025-02-21,2025-02-21,DEBIT,3452,21714609,INR,Zomato,UPI-EXP-34420,Operating Expense,UPI
690ab4fc-9788-44da-9f65-2471eb10ea59,HDFC-CA-29833423,2025-02-21,2025-02-21,DEBIT,6335,21708274,INR,Staples India,UPI-EXP-14910,Operating Expense,UPI
a017d9b9-ca34-4d84-8de6-e055f882af04,HDFC-CA-29833423,2025-02-21,2025-02-21,DEBIT,275,21707999,INR,Staples India,UPI-EXP-84443,Operating Expense,UPI
7a310f5d-8156-4606-a802-2c43f5e6d797,HDFC-CA-29833423,2025-02-22,2025-02-22,CREDIT,53128,21761127,INR,Gamma Technologies,IMPS-CLIENT-5662,Client Collection,IMPS
75a9aa9e-9cdd-4539-9f69-04299ab5462e,HDFC-CA-29833423,2025-02-22,2025-02-22,CREDIT,144104,21905231,INR,Epsilon Infotech,IMPS-CLIENT-9590,Client Collection,IMPS
7194bd02-6e9f-43c9-a5bf-a7d6c04e2836,HDFC-CA-29833423,2025-02-22,2025-02-22,CREDIT,154476,22059707,INR,Beta Solutions,IMPS-CLIENT-9261,Client Collection,IMPS
b91da199-3d1e-49af-8356-2fcd41b044ef,HDFC-CA-29833423,2025-02-22,2025-02-22,CREDIT,147688,22207395,INR,Gamma Technologies,IMPS-CLIENT-4159,Client Collection,IMPS
028d9c33-f11c-4b7c-8bf6-ed717e9a37d6,HDFC-CA-29833423,2025-02-22,2025-02-22,CREDIT,237025,22444420,INR,Alpha Corp,IMPS-CLIENT-6417,Client Collection,IMPS
957138b3-5195-4d3a-a140-066c2e41680a,HDFC-CA-29833423,2025-02-22,2025-02-22,CREDIT,67596,22512016,INR,Delta Systems,IMPS-CLIENT-5215,Client Collection,IMPS
51030afc-f0a3-4e70-b09a-e1b40a260f92,HDFC-CA-29833423,2025-02-22,2025-02-22,DEBIT,4846,22507170,INR,Uber India,NEFT-VENDOR-5833,Vendor Payment,NEFT
1d9373a8-c62b-40f9-b5c9-fc5942dbb323,HDFC-CA-29833423,2025-02-22,2025-02-22,DEBIT,77420,22429750,INR,Prestige Office Rentals,NEFT-VENDOR-3875,Vendor Payment,NEFT
f55e1fdb-a451-4978-8fb8-093471b6f3b8,HDFC-CA-29833423,2025-02-22,2025-02-22,DEBIT,6974,22422776,INR,Swiggy,UPI-EXP-77538,Operating Expense,UPI
89c12081-d41a-48f6-9cd8-d66dd2a9f63d,HDFC-CA-29833423,2025-02-22,2025-02-22,DEBIT,2886,22419890,INR,BESCOM,UPI-EXP-62538,Operating Expense,UPI
52cfc61d-0d1e-4ac3-8690-904b74020732,HDFC-CA-29833423,2025-02-22,2025-02-22,DEBIT,5682,22414208,INR,BESCOM,UPI-EXP-34219,Operating Expense,UPI
a1f46e9c-f2ad-49ee-833b-82c9009dcb6d,HDFC-CA-29833423,2025-02-22,2025-02-22,DEBIT,1351,22412857,INR,Zomato,UPI-EXP-52415,Operating Expense,UPI
4790a5b3-3a30-44c0-9b23-9a797c6a3617,HDFC-CA-29833423,2025-02-22,2025-02-22,DEBIT,2232,22410625,INR,AWS India Pvt Ltd,UPI-EXP-44181,Operating Expense,UPI
9ff37b92-a833-4a8c-9e44-c19e629304f8,HDFC-CA-29833423,2025-02-22,2025-02-22,DEBIT,3342,22407283,INR,Prestige Office Rentals,UPI-EXP-68554,Operating Expense,UPI
a55e3f32-8ffe-4a54-9284-797dcf2c341e,HDFC-CA-29833423,2025-02-22,2025-02-22,DEBIT,6374,22400909,INR,Staples India,UPI-EXP-53204,Operating Expense,UPI
b359a2c3-e508-4857-8f3a-56e0a7f89eb2,HDFC-CA-29833423,2025-02-22,2025-02-22,DEBIT,2673,22398236,INR,AWS India Pvt Ltd,UPI-EXP-44282,Operating Expense,UPI
25ca513f-be32-4c7b-99c8-fa5d3a25b15c,HDFC-CA-29833423,2025-02-22,2025-02-22,DEBIT,5554,22392682,INR,Uber India,UPI-EXP-40972,Operating Expense,UPI
045260cd-84dc-4288-ab2b-2cfdf561fe4b,HDFC-CA-29833423,2025-02-23,2025-02-23,CREDIT,200056,22592738,INR,Alpha Corp,IMPS-CLIENT-8625,Client Collection,IMPS
04ff96ac-e22a-46f3-870d-17f33c0709db,HDFC-CA-29833423,2025-02-23,2025-02-23,CREDIT,105427,22698165,INR,Beta Solutions,IMPS-CLIENT-7642,Client Collection,IMPS
442603ad-187a-4ecd-9186-926efe6f00aa,HDFC-CA-29833423,2025-02-23,2025-02-23,DEBIT,18389,22679776,INR,Staples India,NEFT-VENDOR-7021,Vendor Payment,NEFT
4d367a66-bdce-48dc-8f4d-170fa6d2967e,HDFC-CA-29833423,2025-02-23,2025-02-23,DEBIT,31947,22647829,INR,Prestige Office Rentals,NEFT-VENDOR-3188,Vendor Payment,NEFT
1f388b8c-9aac-46a4-b0ee-2d110a152add,HDFC-CA-29833423,2025-02-23,2025-02-23,DEBIT,65676,22582153,INR,ACT Fibernet,NEFT-VENDOR-8454,Vendor Payment,NEFT
281d017c-ba0a-4a4c-a8bd-fa6025fa0783,HDFC-CA-29833423,2025-02-23,2025-02-23,DEBIT,3606,22578547,INR,Zomato,UPI-EXP-80453,Operating Expense,UPI
60140f21-6a26-4b0b-9ed5-c0024772bf39,HDFC-CA-29833423,2025-02-23,2025-02-23,DEBIT,6769,22571778,INR,Prestige Office Rentals,UPI-EXP-42435,Operating Expense,UPI
96b04959-1488-4b08-8e15-f3cf45dc4a4e,HDFC-CA-29833423,2025-02-23,2025-02-23,DEBIT,5773,22566005,INR,BESCOM,UPI-EXP-78879,Operating Expense,UPI
5749b10f-daf0-444d-9587-4bec0951aea5,HDFC-CA-29833423,2025-02-23,2025-02-23,DEBIT,3859,22562146,INR,Uber India,UPI-EXP-20237,Operating Expense,UPI
52909619-fff6-4fd5-8bbe-09b5b4e000a6,HDFC-CA-29833423,2025-02-23,2025-02-23,DEBIT,4821,22557325,INR,BESCOM,UPI-EXP-18094,Operating Expense,UPI
e3a63f33-6a9f-4275-89ae-a6169c17dbf6,HDFC-CA-29833423,2025-02-23,2025-02-23,DEBIT,6989,22550336,INR,Prestige Office Rentals,UPI-EXP-85065,Operating Expense,UPI
d2847f8f-83a8-4133-a7b2-53bfad56469c,HDFC-CA-29833423,2025-02-23,2025-02-23,DEBIT,4596,22545740,INR,ACT Fibernet,UPI-EXP-31566,Operating Expense,UPI
1bfe8de1-be85-459b-a8cc-411d2687b88a,HDFC-CA-29833423,2025-02-23,2025-02-23,DEBIT,2887,22542853,INR,Zomato,UPI-EXP-25235,Operating Expense,UPI
09428bbb-b8de-4595-9403-9f93ff78d1f2,HDFC-CA-29833423,2025-02-24,2025-02-24,CREDIT,212935,22755788,INR,Epsilon Infotech,IMPS-CLIENT-9008,Client Collection,IMPS
c0df163b-31db-43a0-93e8-654cfaf68e3a,HDFC-CA-29833423,2025-02-24,2025-02-24,CREDIT,48839,22804627,INR,Epsilon Infotech,IMPS-CLIENT-8298,Client Collection,IMPS
4389d447-7597-4d40-bc47-9c162afe4f42,HDFC-CA-29833423,2025-02-24,2025-02-24,CREDIT,236993,23041620,INR,Alpha Corp,IMPS-CLIENT-8429,Client Collection,IMPS
4d1444ea-2798-44c7-8442-a5d5a2de6ca8,HDFC-CA-29833423,2025-02-24,2025-02-24,DEBIT,70272,22971348,INR,Swiggy,NEFT-VENDOR-8484,Vendor Payment,NEFT
7f4fb994-4d66-4318-9d9c-bc6242bca5a6,HDFC-CA-29833423,2025-02-24,2025-02-24,DEBIT,76912,22894436,INR,AWS India Pvt Ltd,NEFT-VENDOR-8575,Vendor Payment,NEFT
641f77d5-2913-4089-8fcf-1540c6a15cda,HDFC-CA-29833423,2025-02-24,2025-02-24,DEBIT,6125,22888311,INR,AWS India Pvt Ltd,UPI-EXP-61897,Operating Expense,UPI
dc38a2dc-a4c4-4f86-8cde-bc699e5b215d,HDFC-CA-29833423,2025-02-24,2025-02-24,DEBIT,2284,22886027,INR,AWS India Pvt Ltd,UPI-EXP-38560,Operating Expense,UPI
26f12cf9-7cdb-4f2e-beaa-c43fdcaf65b8,HDFC-CA-29833423,2025-02-24,2025-02-24,DEBIT,4937,22881090,INR,BESCOM,UPI-EXP-15936,Operating Expense,UPI
453e6b34-4f1c-48f7-be0b-3871cae2f88f,HDFC-CA-29833423,2025-02-24,2025-02-24,DEBIT,3670,22877420,INR,Uber India,UPI-EXP-18357,Operating Expense,UPI
a7b95ef3-6dff-4466-9121-6bb765be5c7c,HDFC-CA-29833423,2025-02-24,2025-02-24,DEBIT,4633,22872787,INR,AWS India Pvt Ltd,UPI-EXP-19046,Operating Expense,UPI
62053250-2db2-422f-986c-01efaa3d5f4f,HDFC-CA-29833423,2025-02-24,2025-02-24,DEBIT,4067,22868720,INR,AWS India Pvt Ltd,UPI-EXP-47629,Operating Expense,UPI
d43d5e1e-e6b4-4f7f-b4ce-2aabd0d26658,HDFC-CA-29833423,2025-02-24,2025-02-24,DEBIT,3549,22865171,INR,ACT Fibernet,UPI-EXP-27750,Operating Expense,UPI
4781354e-5a35-423e-b7d1-b796b1740d9b,HDFC-CA-29833423,2025-02-25,2025-02-25,CREDIT,123162,22988333,INR,Delta Systems,IMPS-CLIENT-8348,Client Collection,IMPS
6ff4007e-c700-4dda-8f3a-0e5ee82214ff,HDFC-CA-29833423,2025-02-25,2025-02-25,CREDIT,123958,23112291,INR,Delta Systems,IMPS-CLIENT-2314,Client Collection,IMPS
45ad5a0c-1d2d-40bd-9f8c-7b49afcea378,HDFC-CA-29833423,2025-02-25,2025-02-25,CREDIT,203973,23316264,INR,Epsilon Infotech,IMPS-CLIENT-3178,Client Collection,IMPS
cc067fcc-aa27-4772-80dc-2ca26a35b727,HDFC-CA-29833423,2025-02-25,2025-02-25,CREDIT,196320,23512584,INR,Gamma Technologies,IMPS-CLIENT-2943,Client Collection,IMPS
fe076e93-8c08-4e48-b3f5-c5a532bc1ee4,HDFC-CA-29833423,2025-02-25,2025-02-25,CREDIT,71785,23584369,INR,Epsilon Infotech,IMPS-CLIENT-7439,Client Collection,IMPS
1fdf8c57-46cf-4c0f-9985-6b90b3ecd587,HDFC-CA-29833423,2025-02-25,2025-02-25,DEBIT,32188,23552181,INR,AWS India Pvt Ltd,NEFT-VENDOR-1372,Vendor Payment,NEFT
b2535828-8e53-41a2-8870-60502bf2a229,HDFC-CA-29833423,2025-02-25,2025-02-25,DEBIT,42107,23510074,INR,Zomato,NEFT-VENDOR-9920,Vendor Payment,NEFT
f427b25d-8de8-4b88-9cc2-c210eeb52b49,HDFC-CA-29833423,2025-02-25,2025-02-25,DEBIT,4557,23505517,INR,Swiggy,UPI-EXP-40102,Operating Expense,UPI
acd290ce-7943-4399-a9ad-d680c083d785,HDFC-CA-29833423,2025-02-25,2025-02-25,DEBIT,2227,23503290,INR,Zomato,UPI-EXP-55371,Operating Expense,UPI
9bcf5cd3-7576-4a61-8f3c-f25d6d8fe259,HDFC-CA-29833423,2025-02-25,2025-02-25,DEBIT,1470,23501820,INR,Staples India,UPI-EXP-34704,Operating Expense,UPI
137dab67-a05d-4c7f-8233-6f4028410f30,HDFC-CA-29833423,2025-02-25,2025-02-25,DEBIT,6139,23495681,INR,BESCOM,UPI-EXP-14222,Operating Expense,UPI
75668468-baf9-44f0-a374-80ded203a8be,HDFC-CA-29833423,2025-02-25,2025-02-25,DEBIT,6831,23488850,INR,Swiggy,UPI-EXP-90599,Operating Expense,UPI
9cc920b0-70f2-47c4-8d87-164923b080d8,HDFC-CA-29833423,2025-02-25,2025-02-25,DEBIT,6475,23482375,INR,AWS India Pvt Ltd,UPI-EXP-41544,Operating Expense,UPI
bc7c99aa-87aa-4b41-8a20-f924d8990e03,HDFC-CA-29833423,2025-02-25,2025-02-25,DEBIT,1888,23480487,INR,BESCOM,UPI-EXP-23224,Operating Expense,UPI
4ea8ad8e-e1c0-4c27-bd61-bd38d1ce80e4,HDFC-CA-29833423,2025-02-25,2025-02-25,DEBIT,5065,23475422,INR,AWS India Pvt Ltd,UPI-EXP-68515,Operating Expense,UPI
7ef31c35-58e2-42d9-b22a-f9e936350209,HDFC-CA-29833423,2025-02-25,2025-02-25,DEBIT,5097,23470325,INR,AWS India Pvt Ltd,UPI-EXP-42077,Operating Expense,UPI
69a80fe8-68cf-4a34-83f0-8924524a94bd,HDFC-CA-29833423,2025-02-26,2025-02-26,CREDIT,130451,23600776,INR,Delta Systems,IMPS-CLIENT-4839,Client Collection,IMPS
c1865bfd-b174-4b60-85b7-198c39a69010,HDFC-CA-29833423,2025-02-26,2025-02-26,CREDIT,166494,23767270,INR,Beta Solutions,IMPS-CLIENT-1924,Client Collection,IMPS
4cfa0472-f6e3-4b11-94a6-1878af106657,HDFC-CA-29833423,2025-02-26,2025-02-26,DEBIT,69046,23698224,INR,Staples India,NEFT-VENDOR-4836,Vendor Payment,NEFT
e6f772a6-8823-40b7-9906-af2e622589c6,HDFC-CA-29833423,2025-02-26,2025-02-26,DEBIT,78511,23619713,INR,Uber India,NEFT-VENDOR-6253,Vendor Payment,NEFT
0b4227f7-3a57-4ef1-b924-a224de699aa8,HDFC-CA-29833423,2025-02-26,2025-02-26,DEBIT,2672,23617041,INR,ACT Fibernet,UPI-EXP-96535,Operating Expense,UPI
533cffc0-990e-4870-a4ec-8b0d7dda0d9e,HDFC-CA-29833423,2025-02-26,2025-02-26,DEBIT,4470,23612571,INR,Prestige Office Rentals,UPI-EXP-64206,Operating Expense,UPI
b6f10719-915b-4503-8f5a-f5271eb6b6f1,HDFC-CA-29833423,2025-02-26,2025-02-26,DEBIT,2661,23609910,INR,Staples India,UPI-EXP-17989,Operating Expense,UPI
f4d12fc0-dba0-4080-84c3-748b403e39b6,HDFC-CA-29833423,2025-02-26,2025-02-26,DEBIT,4760,23605150,INR,ACT Fibernet,UPI-EXP-92050,Operating Expense,UPI
572bd24a-b9ee-41cb-ac53-1cba0b03bf4b,HDFC-CA-29833423,2025-02-26,2025-02-26,DEBIT,5760,23599390,INR,Swiggy,UPI-EXP-82856,Operating Expense,UPI
13f28284-7dad-4fbe-a3bc-98ef3eadd6cb,HDFC-CA-29833423,2025-02-26,2025-02-26,DEBIT,4260,23595130,INR,AWS India Pvt Ltd,UPI-EXP-55143,Operating Expense,UPI
4d12fc6b-0449-43e9-97a9-b201494c1ba7,HDFC-CA-29833423,2025-02-27,2025-02-27,CREDIT,230993,23826123,INR,Epsilon Infotech,IMPS-CLIENT-6222,Client Collection,IMPS
2e0fe66e-5d90-407e-988a-7542db223256,HDFC-CA-29833423,2025-02-27,2025-02-27,CREDIT,207533,24033656,INR,Delta Systems,IMPS-CLIENT-7688,Client Collection,IMPS
3815c4a4-2991-482f-9274-8cd72690a535,HDFC-CA-29833423,2025-02-27,2025-02-27,CREDIT,64116,24097772,INR,Gamma Technologies,IMPS-CLIENT-7167,Client Collection,IMPS
a6b1fefd-75f3-48e7-8580-5ed01d4461d7,HDFC-CA-29833423,2025-02-27,2025-02-27,CREDIT,73202,24170974,INR,Epsilon Infotech,IMPS-CLIENT-8758,Client Collection,IMPS
9b170ca6-c5ef-4f3c-b327-9cefefd01b17,HDFC-CA-29833423,2025-02-27,2025-02-27,CREDIT,88168,24259142,INR,Beta Solutions,IMPS-CLIENT-5927,Client Collection,IMPS
ee544908-d543-412e-abcc-d21bd18aa3bb,HDFC-CA-29833423,2025-02-27,2025-02-27,DEBIT,63689,24195453,INR,AWS India Pvt Ltd,NEFT-VENDOR-7761,Vendor Payment,NEFT
8eb95419-2ac8-4028-a018-704f3ed7b241,HDFC-CA-29833423,2025-02-27,2025-02-27,DEBIT,57592,24137861,INR,ACT Fibernet,NEFT-VENDOR-7363,Vendor Payment,NEFT
17b6d417-d3f1-4602-8b89-6d5ae4771252,HDFC-CA-29833423,2025-02-27,2025-02-27,DEBIT,2288,24135573,INR,Prestige Office Rentals,UPI-EXP-53288,Operating Expense,UPI
6c58fd05-41ce-4dc8-8ad0-9352dc997a9c,HDFC-CA-29833423,2025-02-27,2025-02-27,DEBIT,5497,24130076,INR,BESCOM,UPI-EXP-68954,Operating Expense,UPI
eeb0819f-e6e2-4662-bc68-f6fe83bc8ebc,HDFC-CA-29833423,2025-02-27,2025-02-27,DEBIT,3239,24126837,INR,BESCOM,UPI-EXP-80206,Operating Expense,UPI
c28b237e-599d-4729-8937-795d3921f663,HDFC-CA-29833423,2025-02-27,2025-02-27,DEBIT,6135,24120702,INR,Prestige Office Rentals,UPI-EXP-16755,Operating Expense,UPI
282df78f-968b-4925-a0ed-4312dd98825a,HDFC-CA-29833423,2025-02-27,2025-02-27,DEBIT,2399,24118303,INR,Swiggy,UPI-EXP-98299,Operating Expense,UPI
