invoice_id,client_id,client_name,invoice_number,invoice_date,due_date,service_type,gross_amount,tax_amount,net_amount,collection_status
d2ae501f-029c-488d-bdbc-fd196948a46d,C004,Delta Systems,C004-INV-62538,2025-08-07,2025-09-21,IT Consulting,72737,13092.66,85829.66,Overdue
99ffaeac-eceb-4066-b87b-b7e23790a51e,C001,Alpha Corp,C001-INV-52415,2025-04-05,2025-05-05,IT Consulting,175161,31528.98,206689.98,Collected
c1634a0a-8e9d-4ad3-92ca-29cb9e413260,C001,Alpha Corp,C001-INV-68554,2025-05-14,2025-06-28,IT Consulting,111740,20113.2,131853.2,Pending
dd36ad3c-bb78-4852-a8b8-11720e2b0dfc,C003,Gamma Technologies,C003-INV-95679,2025-06-04,2025-07-04,IT Consulting,118564,21341.52,139905.52,Pending
f3aa697f-5859-4080-bb7b-a4c89e51296f,C002,Beta Solutions,C002-INV-50213,2025-02-01,2025-03-03,IT Consulting,172000,30960.0,202960.0,Collected
29420aad-c3ba-45d2-bb7d-20e7002f5090,C004,Delta Systems,C004-INV-25389,2025-12-18,2026-02-01,IT Consulting,230955,41571.9,272526.9,Overdue
13346fb5-3a40-4d0e-a581-4f45fdf12838,C003,Gamma Technologies,C003-INV-27507,2025-07-08,2025-08-07,IT Consulting,107443,19339.74,126782.74,Pending
de1b6f29-8b9f-4d6a-91f4-30ede4867d1d,C002,Beta Solutions,C002-INV-81989,2025-08-21,2025-10-05,IT Consulting,159011,28621.98,187632.98,Pending
0b0bba15-2e68-4534-abe5-9a614b4e775b,C005,Epsilon Infotech,C005-INV-42435,2025-12-07,2026-01-06,IT Consulting,249716,44948.88,294664.88,Overdue
5d4d12e5-3016-49ad-a3ba-84b57b888c7a,C005,Epsilon Infotech,C005-INV-57419,2025-02-11,2025-03-28,IT Consulting,188457,33922.26,222379.26,Collected
e1e93092-4e2c-40c9-90e7-e13c44e673ae,C005,Epsilon Infotech,C005-INV-81781,2025-02-27,2025-03-29,IT Consulting,267258,48106.44,315364.44,Overdue
e5e17c45-3356-43eb-bce2-9ef74a275a18,C002,Beta Solutions,C002-INV-53007,2025-10-21,2025-11-20,IT Consulting,93132,16763.76,109895.76,Overdue
2a322d77-ba77-4a89-9a20-30586aed9490,C004,Delta Systems,C004-INV-86434,2025-03-01,2025-03-31,IT Consulting,237935,42828.3,280763.3,Pending
ef4d2ac9-18fc-46a6-bfb3-e2ac117818bf,C001,Alpha Corp,C001-INV-17292,2025-09-19,2025-11-03,IT Consulting,261993,47158.74,309151.74,Pending
bd84a774-77fe-4bc5-beb8-922b2f89a978,C002,Beta Solutions,C002-INV-83912,2025-09-20,2025-11-04,IT Consulting,169746,30554.28,200300.28,Collected
84390c88-1fb7-4e8e-ac8d-33b959bc30c5,C005,Epsilon Infotech,C005-INV-12853,2025-08-25,2025-10-09,IT Consulting,239603,43128.54,282731.54,Pending
2e99d7fa-636d-4a21-81a0-6e0f66c31881,C003,Gamma Technologies,C003-INV-19572,2025-01-02,2025-02-01,IT Consulting,201600,36288.0,237888.0,Collected
35ef33a7-9980-4c97-ac68-aeb7b74050e7,C004,Delta Systems,C004-INV-17897,2025-06-26,2025-07-26,IT Consulting,191862,34535.16,226397.16,Collected
097bf6f7-743b-440c-8c2e-d6be36478ec9,C004,Delta Systems,C004-INV-33590,2025-01-17,2025-03-03,IT Consulting,157182,28292.76,185474.76,Collected
ea99c260-7898-4367-92ba-3c183660b54a,C004,Delta Systems,C004-INV-59479,2025-07-11,2025-08-25,IT Consulting,167581,30164.58,197745.58000000002,Pending
53bdc0db-a8c4-4134-9b80-10337dba05cc,C001,Alpha Corp,C001-INV-55582,2025-12-16,2026-01-15,IT Consulting,221320,39837.6,261157.6,Collected
ceed0ff3-fb58-4acf-8d98-f0653d9277f2,C002,Beta Solutions,C002-INV-26691,2025-10-03,2025-11-17,IT Consulting,188632,33953.76,222585.76,Overdue
e8e30e23-a890-4352-a4f6-c0a1446a93a1,C002,Beta Solutions,C002-INV-70686,2025-01-02,2025-02-01,IT Consulting,128214,23078.52,151292.52,Overdue
d1c053e5-53bd-4ffa-817a-ce25ae67c80a,C005,Epsilon Infotech,C005-INV-40102,2025-08-06,2025-09-20,IT Consulting,265838,47850.84,313688.83999999997,Collected
c72a3877-5e1c-4152-a7ea-ed7041b29e6d,C004,Delta Systems,C004-INV-34704,2025-06-27,2025-07-27,IT Consulting,122259,22006.62,144265.62,Overdue
35e09f27-349a-4de0-8ce9-655da8961033,C001,Alpha Corp,C001-INV-12050,2025-01-17,2025-03-03,IT Consulting,211198,38015.64,249213.64,Collected
e5d59d38-68cc-4d70-9360-23ad29ca5596,C002,Beta Solutions,C002-INV-14400,2025-02-04,2025-03-06,IT Consulting,205698,37025.64,242723.64,Pending
c47d3f44-babd-429e-ac20-cc149b76e31e,C005,Epsilon Infotech,C005-INV-15798,2025-12-11,2026-01-10,IT Consulting,114155,20547.9,134702.9,Pending
259ef54c-b433-4907-b9ef-050b465418cf,C004,Delta Systems,C004-INV-17398,2025-04-30,2025-05-30,IT Consulting,247757,44596.26,292353.26,Collected
2715e40b-f5ba-4116-87df-6ff297f333d4,C005,Epsilon Infotech,C005-INV-85511,2025-05-29,2025-06-28,IT Consulting,263853,47493.54,311346.54,Pending
3f5a5d65-d000-4a52-8e66-59b391661030,C005,Epsilon Infotech,C005-INV-49552,2025-11-03,2025-12-18,IT Consulting,112102,20178.36,132280.36,Collected
3ddbcec6-65d4-4f8c-ad70-cf2512520759,C005,Epsilon Infotech,C005-INV-46064,2025-04-24,2025-06-08,IT Consulting,128774,23179.32,151953.32,Collected
0c69b17f-6b6d-407e-8744-cf88969ca466,C005,Epsilon Infotech,C005-INV-98965,2025-10-30,2025-11-29,IT Consulting,214100,38538.0,252638.0,Pending
fea859c3-4624-409e-a69e-7aab98cbe635,C005,Epsilon Infotech,C005-INV-94320,2025-09-11,2025-10-11,IT Consulting,140286,25251.48,165537.48,Overdue
9491f837-7fea-4f06-af31-924f7c2b89f2,C004,Delta Systems,C004-INV-64568,2025-09-26,2025-11-10,IT Consulting,232533,41855.94,274388.94,Pending
0c11db12-8685-4a23-9b5d-e815228a0b76,C002,Beta Solutions,C002-INV-80507,2025-06-03,2025-07-18,IT Consulting,98202,17676.36,115878.36,Pending
6a692955-e173-4b55-a3fa-1059b1b3cb6a,C002,Beta Solutions,C002-INV-28920,2025-04-26,2025-06-10,IT Consulting,274799,49463.82,324262.82,Pending
6598a787-ca35-471a-9e23-35c8616840ed,C001,Alpha Corp,C001-INV-83044,2025-10-15,2025-11-29,IT Consulting,159185,28653.3,187838.3,Overdue
7d865161-b2f0-4822-858d-991817dedb93,C002,Beta Solutions,C002-INV-36651,2025-07-18,2025-08-17,IT Consulting,116845,21032.1,137877.1,Pending
4a52a642-b722-46bd-b0c9-2bf3c328af5b,C001,Alpha Corp,C001-INV-80206,2025-08-19,2025-10-03,IT Consulting,74238,13362.84,87600.84,Overdue
923fdeda-33cf-44d9-879c-ec642abad364,C002,Beta Solutions,C002-INV-98299,2025-01-27,2025-03-13,IT Consulting,148872,26796.96,175668.96,Overdue
709eae1b-889b-4317-957e-a00b420037d2,C005,Epsilon Infotech,C005-INV-87015,2025-01-21,2025-02-20,IT Consulting,99325,17878.5,117203.5,Overdue
a30d03f4-d028-4ae4-940c-883f9ce4e013,C005,Epsilon Infotech,C005-INV-53642,2025-04-22,2025-06-06,IT Consulting,104759,18856.62,123615.62,Pending
a687ad64-f505-4e84-a397-9bc2be4e6a0a,C001,Alpha Corp,C001-INV-25376,2025-04-19,2025-05-19,IT Consulting,244373,43987.14,288360.14,Overdue
f21ed2a2-83cc-4ee1-9624-100a3838b0bc,C004,Delta Systems,C004-INV-41369,2025-05-05,2025-06-04,IT Consulting,153974,27715.32,181689.32,Overdue
5fe36258-2ad2-4db2-8873-09c69cc19dfa,C003,Gamma Technologies,C003-INV-79946,2025-05-25,2025-07-09,IT Consulting,172224,31000.32,203224.32,Overdue
940aed0d-e5ea-46c6-adc2-1cc36bd41bd2,C003,Gamma Technologies,C003-INV-77215,2025-06-07,2025-07-22,IT Consulting,144278,25970.04,170248.04,Pending
504d4e4c-f124-4adc-829e-bb26b4eadcd4,C004,Delta Systems,C004-INV-51973,2025-02-20,2025-04-06,IT Consulting,249656,44938.08,294594.08,Collected
7fc123ae-13ce-4469-9602-756eba4f6857,C003,Gamma Technologies,C003-INV-83731,2025-06-10,2025-07-25,IT Consulting,61984,11157.12,73141.12,Collected
cc097969-4e75-4d4e-9d30-cf49cb9ea402,C002,Beta Solutions,C002-INV-86550,2025-01-09,2025-02-23,IT Consulting,195047,35108.46,230155.46,Overdue
a859c01c-f611-42a5-a45f-a6496d6eebff,C004,Delta Systems,C004-INV-53236,2025-06-01,2025-07-01,IT Consulting,101430,18257.4,119687.4,Collected
6e464361-e87a-425c-bfdc-1e01708c740e,C004,Delta Systems,C004-INV-82173,2025-10-19,2025-11-18,IT Consulting,180888,32559.84,213447.84,Overdue
fb5f9d97-6583-4627-bc33-e2c47c77cc39,C003,Gamma Technologies,C003-INV-94108,2025-05-12,2025-06-26,IT Consulting,239676,43141.68,282817.68,Overdue
23f99909-f7e3-4c42-8b86-ff6e08702173,C004,Delta Systems,C004-INV-56160,2025-08-24,2025-09-23,IT Consulting,242091,43576.38,285667.38,Collected
20b9ae60-2e90-4ec0-b07a-82aa03cc7ce9,C002,Beta Solutions,C002-INV-81058,2025-10-07,2025-11-21,IT Consulting,98247,17684.46,115931.45999999999,Overdue
6719a166-8d65-4ee0-bdd5-a0ea6d8275d6,C001,Alpha Corp,C001-INV-19742,2025-09-26,2025-10-26,IT Consulting,269956,48592.08,318548.08,Overdue
7964e15b-176b-403a-b8fa-84681ae35179,C001,Alpha Corp,C001-INV-92667,2025-01-04,2025-02-18,IT Consulting,86042,15487.56,101529.56,Collected
c17e84dc-c765-4559-bb77-c09531d9a549,C001,Alpha Corp,C001-INV-38668,2025-12-29,2026-01-28,IT Consulting,52396,9431.28,61827.28,Overdue
f4e46925-4c7d-4f77-84ea-d6861161ae75,C004,Delta Systems,C004-INV-93588,2025-07-11,2025-08-10,IT Consulting,211961,38152.98,250113.98,Overdue
fb1878b9-de29-4e21-9156-6ce584d50857,C005,Epsilon Infotech,C005-INV-10866,2025-09-05,2025-10-20,IT Consulting,54123,9742.14,63865.14,Overdue
75ea3b72-f582-423d-9bbf-30a22bfa2f97,C005,Epsilon Infotech,C005-INV-79391,2025-07-30,2025-08-29,IT Consulting,54384,9789.12,64173.12,Overdue
b7d18fda-6408-483e-91e3-5368619eff5e,C003,Gamma Technologies,C003-INV-75826,2025-10-02,2025-11-16,IT Consulting,54493,9808.74,64301.74,Overdue
45803b5e-4542-4446-b282-04ba1354b2ed,C004,Delta Systems,C004-INV-22624,2025-04-02,2025-05-02,IT Consulting,290660,52318.8,342978.8,Overdue
c7fed7b2-64a9-47f0-b7f9-2b95b36c0509,C002,Beta Solutions,C002-INV-79003,2025-05-04,2025-06-03,IT Consulting,212471,38244.78,250715.78,Pending
d70c7fb0-8f1d-43d9-90a1-ed1bf20bb4be,C003,Gamma Technologies,C003-INV-58896,2025-05-17,2025-07-01,IT Consulting,70714,12728.52,83442.52,Pending
be8329a1-f16d-4f2c-8795-080532723b19,C004,Delta Systems,C004-INV-39603,2025-10-17,2025-11-16,IT Consulting,232776,41899.68,274675.68,Pending
a1804aae-d6e7-4d3b-9c2d-daadaab89b05,C001,Alpha Corp,C001-INV-63120,2025-12-01,2025-12-31,IT Consulting,74510,13411.8,87921.8,Pending
475929fa-8f42-461b-88d4-68b3b2afdf93,C004,Delta Systems,C004-INV-93459,2025-10-10,2025-11-24,IT Consulting,64710,11647.8,76357.8,Collected
adaee636-8aa9-40f8-a29e-8aa0109df00d,C002,Beta Solutions,C002-INV-66873,2025-02-12,2025-03-29,IT Consulting,271598,48887.64,320485.64,Overdue
3fbbccad-111c-4435-ae17-6e78336c72c3,C003,Gamma Technologies,C003-INV-79226,2025-10-17,2025-11-16,IT Consulting,284564,51221.52,335785.52,Collected
63604830-a8c2-4054-904c-b5d55c29d29a,C002,Beta Solutions,C002-INV-16102,2025-04-19,2025-06-03,IT Consulting,121065,21791.7,142856.7,Collected
1d7bd3b9-3680-46a2-9e92-caeffd2f2b68,C003,Gamma Technologies,C003-INV-51220,2025-10-06,2025-11-05,IT Consulting,97016,17462.88,114478.88,Collected
79d6b53e-33e3-4872-aa10-ef321b209e88,C002,Beta Solutions,C002-INV-62205,2025-10-28,2025-11-27,IT Consulting,247198,44495.64,291693.64,Collected
62b6d0f2-66b2-4da6-b949-2573caf346bc,C003,Gamma Technologies,C003-INV-61007,2025-03-25,2025-04-24,IT Consulting,198555,35739.9,234294.9,Overdue
970bc176-5848-4c17-81eb-7d9c0c279ecd,C005,Epsilon Infotech,C005-INV-28343,2025-06-19,2025-08-03,IT Consulting,248078,44654.04,292732.04,Overdue
691f6544-3c1e-4f3d-ab9f-995795795f97,C001,Alpha Corp,C001-INV-22803,2025-09-14,2025-10-29,IT Consulting,64076,11533.68,75609.68,Pending
53d272d2-f410-4640-bc85-405c62ec4a6d,C002,Beta Solutions,C002-INV-90460,2025-02-08,2025-03-25,IT Consulting,208641,37555.38,246196.38,Overdue
6fdeaaab-9bd6-4688-b098-2ebb76effc03,C004,Delta Systems,C004-INV-45825,2025-06-17,2025-07-17,IT Consulting,216231,38921.58,255152.58000000002,Pending
888b290f-06a1-4821-b89a-9ad1fb2b04b7,C004,Delta Systems,C004-INV-59207,2025-04-27,2025-06-11,IT Consulting,194975,35095.5,230070.5,Pending
6f3c1f92-be1a-45f6-995e-cd798540ea82,C002,Beta Solutions,C002-INV-91083,2025-12-15,2026-01-29,IT Consulting,72464,13043.52,85507.52,Pending
e42da73a-2ae0-4920-8ffd-c52837b62a9c,C002,Beta Solutions,C002-INV-30214,2025-02-07,2025-03-09,IT Consulting,120247,21644.46,141891.46,Pending
3f15688b-59e3-44a2-82c3-d128e210379a,C002,Beta Solutions,C002-INV-23965,2025-07-19,2025-09-02,IT Consulting,144555,26019.9,170574.9,Collected
f5526487-50d9-40a2-85c4-cbca837dba58,C001,Alpha Corp,C001-INV-45358,2025-06-07,2025-07-22,IT Consulting,144350,25983.0,170333.0,Collected
93a1e22c-c2c5-45e7-bc86-6e3523524af5,C002,Beta Solutions,C002-INV-68830,2025-02-14,2025-03-16,IT Consulting,162978,29336.04,192314.04,Overdue
296a93f0-c6ec-4f9b-9c32-417c933ca968,C005,Epsilon Infotech,C005-INV-13442,2025-09-20,2025-11-04,IT Consulting,77077,13873.86,90950.86,Collected
4b827fbf-476c-476d-8da8-e021984d3fc7,C003,Gamma Technologies,C003-INV-88386,2025-10-11,2025-11-10,IT Consulting,206480,37166.4,243646.4,Pending
29c94794-f615-471d-9428-ee59eed2f0ba,C004,Delta Systems,C004-INV-60829,2025-01-07,2025-02-21,IT Consulting,158477,28525.86,187002.86,Collected
ed24aaf0-1733-4d37-9fcc-303499c7a2a9,C005,Epsilon Infotech,C005-INV-59903,2025-05-05,2025-06-04,IT Consulting,229651,41337.18,270988.18,Collected
a36d931e-4a50-4788-bd10-90862e5f936c,C002,Beta Solutions,C002-INV-74634,2025-05-18,2025-07-02,IT Consulting,120361,21664.98,142025.98,Collected
f3b8e5af-3483-4b6c-ba75-9feff590fe73,C001,Alpha Corp,C001-INV-65194,2025-03-27,2025-05-11,IT Consulting,122341,22021.38,144362.38,Pending
b5cdc0e6-e2ce-4cfb-af61-20fabd5e59d4,C004,Delta Systems,C004-INV-42321,2025-02-09,2025-03-26,IT Consulting,115981,20876.58,136857.58000000002,Overdue
054f5e23-2961-495e-937c-35984335773e,C004,Delta Systems,C004-INV-24021,2025-11-01,2025-12-01,IT Consulting,170025,30604.5,200629.5,Collected
8d9c46c8-fed7-4c60-b766-8ff5e385ca93,C003,Gamma Technologies,C003-INV-91289,2025-01-04,2025-02-18,IT Consulting,137088,24675.84,161763.84,Pending
4501f91b-88af-4cf0-a11c-503fedee92dc,C003,Gamma Technologies,C003-INV-95332,2025-08-14,2025-09-28,IT Consulting,162883,29318.94,192201.94,Overdue
91435b19-c974-4ea8-99fc-83c1d8cbba37,C002,Beta Solutions,C002-INV-36326,2025-06-03,2025-07-18,IT Consulting,208128,37463.04,245591.04,Pending
e65a41b6-c285-4fea-84f7-6cc2a5fae93e,C003,Gamma Technologies,C003-INV-48200,2025-04-01,2025-05-16,IT Consulting,133660,24058.8,157718.8,Overdue
ede739bf-09d6-4095-a80c-dae72a76c7a5,C004,Delta Systems,C004-INV-59290,2025-10-22,2025-11-21,IT Consulting,135429,24377.22,159806.22,Pending
b89dbbe6-2372-4999-8989-1286cecf769d,C004,Delta Systems,C004-INV-83905,2025-07-06,2025-08-05,IT Consulting,294335,52980.3,347315.3,Collected
43188178-3392-46e8-ab5d-14c8f04fddf9,C005,Epsilon Infotech,C005-INV-82102,2025-10-07,2025-11-06,IT Consulting,228706,41167.08,269873.08,Collected
72e43a8d-7e75-4ba2-987b-d2e305834dd0,C004,Delta Systems,C004-INV-48185,2025-12-29,2026-01-28,IT Consulting,164938,29688.84,194626.84,Overdue
044b22db-73f8-417e-8c6d-e65313eaf5de,C001,Alpha Corp,C001-INV-93012,2025-07-29,2025-09-12,IT Consulting,86484,15567.12,102051.12,Pending
a0d91a23-b094-4e63-964c-94b0b4da6030,C002,Beta Solutions,C002-INV-65460,2025-05-10,2025-06-09,IT Consulting,237494,42748.92,280242.92,Pending
fadb254b-8e7b-483d-b8b4-1f9c8372dae5,C001,Alpha Corp,C001-INV-62534,2025-08-18,2025-10-02,IT Consulting,202631,36473.58,239104.58000000002,Overdue
377f8015-d70c-4aa7-a759-7321f6703e54,C005,Epsilon Infotech,C005-INV-14818,2025-12-21,2026-02-04,IT Consulting,192513,34652.34,227165.34,Pending
2689dc18-4b23-4281-bf5e-7a1f9694a16b,C005,Epsilon Infotech,C005-INV-42536,2025-11-01,2025-12-01,IT Consulting,78670,14160.6,92830.6,Overdue
054c3aee-1ad5-40a7-9218-af1cbc4c1553,C003,Gamma Technologies,C003-INV-94545,2025-03-27,2025-04-26,IT Consulting,197644,35575.92,233219.91999999998,Overdue
5eb40c21-8d69-4307-9ec8-dcf26f82fc63,C004,Delta Systems,C004-INV-11382,2025-06-19,2025-08-03,IT Consulting,77772,13998.96,91770.95999999999,Collected
419f3f65-1961-43aa-96b1-73b4c5d667f0,C003,Gamma Technologies,C003-INV-59036,2025-04-24,2025-05-24,IT Consulting,166858,30034.44,196892.44,Pending
c394204b-8673-4f1b-8538-30ce770cc7b1,C004,Delta Systems,C004-INV-13219,2025-12-14,2026-01-13,IT Consulting,140431,25277.58,165708.58000000002,Pending
a04a4963-ad79-4462-aaf6-0715188fd6c1,C001,Alpha Corp,C001-INV-21253,2025-06-01,2025-07-16,IT Consulting,291316,52436.88,343752.88,Collected
51ee66f0-c6c9-4475-ad5e-62285b6dfade,C002,Beta Solutions,C002-INV-69681,2025-06-28,2025-08-12,IT Consulting,139932,25187.76,165119.76,Collected
38a9f5a7-0a4c-45fe-98c9-3f8d4a34bd33,C005,Epsilon Infotech,C005-INV-22795,2025-09-05,2025-10-20,IT Consulting,174823,31468.14,206291.14,Pending
3f0e2395-bf4c-49fe-879f-0950054c794c,C004,Delta Systems,C004-INV-15856,2025-06-13,2025-07-13,IT Consulting,128712,23168.16,151880.16,Overdue
4829dca1-50cb-4742-87f8-ec63df5de1f3,C001,Alpha Corp,C001-INV-24334,2025-01-12,2025-02-26,IT Consulting,219861,39574.98,259435.98,Overdue
f10e23eb-6872-46e3-996b-6c29adf52bc4,C002,Beta Solutions,C002-INV-30989,2025-05-05,2025-06-04,IT Consulting,194679,35042.22,229721.22,Pending
1efdde96-78f3-4303-b30c-3ec2881958f2,C005,Epsilon Infotech,C005-INV-63090,2025-08-07,2025-09-21,IT Consulting,110779,19940.22,130719.22,Overdue
9b134fc1-51a6-48b7-8b56-88d6fe6d0dfc,C002,Beta Solutions,C002-INV-13826,2025-04-06,2025-05-21,IT Consulting,153699,27665.82,181364.82,Overdue
68fe14b9-cc21-47bf-94da-959ba3aa96d9,C005,Epsilon Infotech,C005-INV-66302,2025-04-12,2025-05-27,IT Consulting,205242,36943.56,242185.56,Pending
e5de5130-1f88-44e1-9ee1-17427a68887c,C001,Alpha Corp,C001-INV-46483,2025-12-27,2026-01-26,IT Consulting,103945,18710.1,122655.1,Overdue
843f586e-0029-4bbe-94d5-59593f65e82b,C001,Alpha Corp,C001-INV-80371,2025-10-23,2025-11-22,IT Consulting,259584,46725.12,306309.12,Collected
1aa572dd-8801-4f7a-9f71-596750a7fc65,C003,Gamma Technologies,C003-INV-24936,2025-06-16,2025-07-16,IT Consulting,169944,30589.92,200533.91999999998,Pending
d1b0c261-4702-423e-9b75-3f6eeb968abf,C004,Delta Systems,C004-INV-60939,2025-09-28,2025-11-12,IT Consulting,206492,37168.56,243660.56,Overdue
aa8356b4-ec4f-41f3-855e-03f86ea24a69,C004,Delta Systems,C004-INV-56135,2025-10-28,2025-11-27,IT Consulting,141206,25417.08,166623.08000000002,Pending
72298604-c850-422a-abb0-fec99fd24b2f,C005,Epsilon Infotech,C005-INV-90541,2025-03-30,2025-05-14,IT Consulting,290827,52348.86,343175.86,Overdue
df593451-ff1c-4d8b-a73d-6b4e8009c43f,C001,Alpha Corp,C001-INV-25448,2025-12-11,2026-01-10,IT Consulting,132099,23777.82,155876.82,Collected
3af2ae97-2fab-45cf-bd5f-afb8c8aaad28,C003,Gamma Technologies,C003-INV-28528,2025-03-01,2025-03-31,IT Consulting,147859,26614.62,174473.62,Overdue
cd60a5ef-d669-4f5f-bc9b-93914ad6cfbc,C004,Delta Systems,C004-INV-60293,2025-08-03,2025-09-02,IT Consulting,200681,36122.58,236803.58000000002,Pending
30bca266-5d4b-4785-b78a-322e9f26bccf,C002,Beta Solutions,C002-INV-31871,2025-09-07,2025-10-07,IT Consulting,195467,35184.06,230651.06,Pending
d91647b2-7680-4e5f-b84c-9169730a4c24,C003,Gamma Technologies,C003-INV-69113,2025-03-13,2025-04-12,IT Consulting,132465,23843.7,156308.7,Overdue
a6e0b80c-826b-4bb6-bb6b-0176ae59a3d7,C001,Alpha Corp,C001-INV-27895,2025-07-03,2025-08-02,IT Consulting,177037,31866.66,208903.66,Collected
68a3c7cc-6ec7-4683-8490-c8fc0340ff84,C004,Delta Systems,C004-INV-99744,2025-10-15,2025-11-29,IT Consulting,157252,28305.36,185557.36,Pending
f4a2d50f-a1fc-465f-a630-f938c9931b27,C004,Delta Systems,C004-INV-31922,2025-12-30,2026-02-13,IT Consulting,178109,32059.62,210168.62,Collected
9804d496-a232-4d62-bb95-ceafab5c4003,C005,Epsilon Infotech,C005-INV-14285,2025-01-16,2025-02-15,IT Consulting,126569,22782.42,149351.41999999998,Pending
8117c173-d603-4a52-8330-524a6a06266b,C002,Beta Solutions,C002-INV-69942,2025-10-03,2025-11-17,IT Consulting,94094,16936.92,111030.92,Overdue
24ed8cb4-8313-49c1-ad25-af7864c2692a,C004,Delta Systems,C004-INV-24969,2025-10-09,2025-11-08,IT Consulting,200133,36023.94,236156.94,Pending
3dca93dd-1e66-4223-b1c6-ce924a3e324d,C005,Epsilon Infotech,C005-INV-67850,2025-07-07,2025-08-06,IT Consulting,249230,44861.4,294091.4,Overdue
f8ad1ff0-622f-4e04-a4a8-fafe38bde42b,C002,Beta Solutions,C002-INV-95678,2025-08-06,2025-09-05,IT Consulting,242935,43728.3,286663.3,Collected
844f1fb9-3a3d-4818-bc3f-54db5a9a25b1,C003,Gamma Technologies,C003-INV-55688,2025-01-17,2025-03-03,IT Consulting,118895,21401.1,140296.1,Collected
88070038-9f28-4ae0-bc24-9f3ea3c36d7c,C004,Delta Systems,C004-INV-87060,2025-03-02,2025-04-01,IT Consulting,105018,18903.24,123921.24,Overdue
fdefe4d5-c1ac-4213-9549-b88a0cdc7d62,C003,Gamma Technologies,C003-INV-90760,2025-12-30,2026-02-13,IT Consulting,93511,16831.98,110342.98,Collected
24c9960c-8047-432d-be2a-391248d71df8,C002,Beta Solutions,C002-INV-55982,2025-04-16,2025-05-16,IT Consulting,199441,35899.38,235340.38,Overdue
eb508c84-5205-4f0c-98f9-c84d35da8bfb,C003,Gamma Technologies,C003-INV-48356,2025-11-02,2025-12-02,IT Consulting,134843,24271.74,159114.74,Pending
76b558da-9562-4c2c-90dd-13b2c8def8bb,C005,Epsilon Infotech,C005-INV-63948,2025-05-17,2025-06-16,IT Consulting,85543,15397.74,100940.74,Collected
eead2ca8-4d69-488a-a3b0-841089ce135a,C003,Gamma Technologies,C003-INV-27392,2025-12-02,2026-01-01,IT Consulting,233874,42097.32,275971.32,Collected
176db5f2-62e4-44cf-adeb-46ec85ccb37f,C002,Beta Solutions,C002-INV-42447,2025-12-31,2026-02-14,IT Consulting,267181,48092.58,315273.58,Overdue
d51c567c-48b6-4ef7-8f9b-1549c727c801,C004,Delta Systems,C004-INV-92890,2025-09-08,2025-10-08,IT Consulting,201368,36246.24,237614.24,Pending
3944dafb-eef6-4e7a-9c36-8d459d25a796,C004,Delta Systems,C004-INV-93050,2025-07-12,2025-08-26,IT Consulting,69796,12563.28,82359.28,Collected
acb95586-be92-4f90-ade1-92a47fe1a04c,C004,Delta Systems,C004-INV-58374,2025-09-21,2025-11-05,IT Consulting,232112,41780.16,273892.16000000003,Pending
3cc62fdf-fd35-4e1c-88c0-54e679627276,C004,Delta Systems,C004-INV-22208,2025-06-17,2025-07-17,IT Consulting,277778,50000.04,327778.04,Overdue
684cd085-bde7-4bad-b4ce-374510f4a26b,C004,Delta Systems,C004-INV-18300,2025-11-22,2026-01-06,IT Consulting,272850,49113.0,321963.0,Overdue
078ab51d-f1bf-42c9-adbb-c8b0d84e0389,C004,Delta Systems,C004-INV-37767,2025-04-22,2025-06-06,IT Consulting,266228,47921.04,314149.04,Pending
4676e8b6-0ef3-40f0-8604-12d51b481cc7,C003,Gamma Technologies,C003-INV-81737,2025-06-15,2025-07-30,IT Consulting,138540,24937.2,163477.2,Overdue
5a039d1c-835b-4f8f-980f-5004050e1c6d,C002,Beta Solutions,C002-INV-55054,2025-10-17,2025-12-01,IT Consulting,256649,46196.82,302845.82,Overdue
42fbbbae-8703-4941-8ca1-858c2dd8a9fb,C001,Alpha Corp,C001-INV-70238,2025-01-24,2025-02-23,IT Consulting,214149,38546.82,252695.82,Collected
35c4c51d-6f57-42bb-92a8-7f552884dde5,C001,Alpha Corp,C001-INV-10088,2025-03-22,2025-05-06,IT Consulting,169673,30541.14,200214.14,Pending
264244a1-0f10-48f1-a945-c61db3320c8b,C002,Beta Solutions,C002-INV-95196,2025-12-19,2026-01-18,IT Consulting,281249,50624.82,331873.82,Pending
9c2d3edb-ef73-47a8-b23c-7fbd28e33a35,C002,Beta Solutions,C002-INV-57242,2025-05-21,2025-06-20,IT Consulting,221596,39887.28,261483.28,Pending
e9aecb10-3c6d-41cc-863f-5a77b70c56bd,C001,Alpha Corp,C001-INV-61949,2025-07-10,2025-08-09,IT Consulting,63575,11443.5,75018.5,Overdue
836ba733-6a03-47c1-bf11-b09829762890,C003,Gamma Technologies,C003-INV-95915,2025-12-25,2026-01-24,IT Consulting,162520,29253.6,191773.6,Collected
028a0551-5e44-41fc-b058-0b56da19e41b,C001,Alpha Corp,C001-INV-20215,2025-01-01,2025-01-31,IT Consulting,174992,31498.56,206490.56,Collected
719f9039-dcce-4a3b-abc3-5e684a4454a9,C005,Epsilon Infotech,C005-INV-11056,2025-04-26,2025-06-10,IT Consulting,52434,9438.12,61872.12,Overdue
2a453d83-1ed9-4de6-a7c3-44d38313c0a2,C003,Gamma Technologies,C003-INV-27324,2025-03-03,2025-04-17,IT Consulting,231936,41748.48,273684.48,Pending
